Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Licitación:Información Protegida,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto
ocds-dgv273-seacev3-1184873,ocds-dgv273-seacev3-1184873-2026-02-22T09:58:38.803679-05:00,compiled,2026-02-22T09:58:38.803667-05:00,ocds-dgv273-seacev3-1184873,2026-02-22T09:58:38.803685-05:00,tender,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,Fondos Públicos,1184873,DIRECTA-DIRECTA-7-2026-MML-OGA-OL-1,"SERVICIO DE ALQUILER DE BUSSES DESTINADOS A LA OPERACIÓN DE LIMPIEZA Y MANTENIMIENTO DE ÁREAS VERDES, ANTE EL ABANDONO DE LA CONCESIONARIA RUTAS DE LIMA SAC",PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,2026-01-20T19:40:00-05:00,direct,Contratación Directa,services,services,270272.0,PEN,Soles,270272.0,,,1,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,270272.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-2026-1096-3,ocds-dgv273-seacev3-2026-1096-3-2026-02-22T09:58:38.552117-05:00,compiled,2026-02-22T09:58:38.552104-05:00,ocds-dgv273-seacev3-2026-1096-3,2026-02-22T09:58:38.552122-05:00,tender,PE-CONSUCODE-1096,MUNICIPALIDAD PROVINCIAL DE CONCEPCION,Fondos Públicos,1185258,LP-ABR-1-2026-OC/MPC-1,ADQUISICION DE CONCRETO PREMEZCLADO BAJA PERMEABILIDAD FC= 245 KG/C M2,PE-CONSUCODE-1096,MUNICIPALIDAD PROVINCIAL DE CONCEPCION,2026-01-23T18:58:00-05:00,,Licitación Pública Abreviada,goods,goods,64080.0,PEN,Soles,64080.0,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,7,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,64080.0,PEN,Soles,2026-01-24T00:01:00-05:00,2026-01-28T23:59:00-05:00,4,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL GRASS SINTÉTICO DEL BARRIO PALIA DEL   DISTRITO DE CONCEPCION DE LA PROVINCIA DE CONCEPCION DEL DEPARTAMENTO DE JUNIN,2663693
ocds-dgv273-seacev3-1184896,ocds-dgv273-seacev3-1184896-2026-02-22T09:58:32.165984-05:00,compiled,2026-02-22T09:58:32.165971-05:00,ocds-dgv273-seacev3-1184896,2026-02-22T09:58:32.165989-05:00,tender,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,Fondos Públicos,1184896,DIRECTA-DIRECTA-6-2026-MML-OGA-OL-1,SERVICIO  DE  ALQUILER  DE  CAMIÓN  CISTERNA  PARA  LABORES  DE  LAVADO  Y DESINFECCIÓN Y TRACTO REMOLCADOR CON CISTERNA PARA EL RIEGO DE LAS ÁREAS \nVERDES  UBICADAS  EN  LOS  TRAMOS  1  Y  2  DEL  PROYECTO  VÍAS  NUEVAS  DE  LIMA,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,2026-01-20T19:54:00-05:00,direct,Contratación Directa,services,services,665520.0,PEN,Nuevos Soles,665520.0,,,1,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,665520.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1185823,ocds-dgv273-seacev3-1185823-2026-02-22T09:58:31.197582-05:00,compiled,2026-02-22T09:58:31.197569-05:00,ocds-dgv273-seacev3-1185823,2026-02-22T09:58:31.197587-05:00,tender,PE-CONSUCODE-171,MUNICIPALIDAD DISTRITAL DE CHINGAS,Fondos Públicos,1185823,LP-ABR-1-2026-MDCH-1,"ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE CHINGAS, PERIODO 2026",PE-CONSUCODE-171,MUNICIPALIDAD DISTRITAL DE CHINGAS,2026-01-29T19:28:00-05:00,,Licitación Pública Abreviada,goods,goods,51579.0,PEN,Soles,51579.0,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,51579.0,PEN,Soles,2026-01-30T00:01:00-05:00,2026-02-03T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1185589,ocds-dgv273-seacev3-1185589-2026-02-22T09:58:31.147512-05:00,compiled,2026-02-22T09:58:31.147499-05:00,ocds-dgv273-seacev3-1185589,2026-02-22T09:58:31.147517-05:00,tender,PE-CONSUCODE-524,MUNICIPALIDAD DISTRITAL DE TOTOS,Fondos Públicos,1185589,SIE-SIE-2-2026-MDT/OEC-1,"ADQUISICION DE VARILLAS DE ACERO CORRUGADO fy = 4200 kg/cm2 GRADO 60 (Ø 1/4, 3/8 y 1/2""), para el proyecto ¿CREACION DEL SERVICIO DE PRACTICA DEPORTIVA Y/O RECREATIVA EN LA LOSA MULTIUSO DE CENTRO POBLADO VERACRUZ DISTRITO DE TOTOS DE LA PROVINCIA DE CANGALLO DEL DEPARTAMENTO DE AYACUCHO¿ CON CUI Nº",PE-CONSUCODE-524,MUNICIPALIDAD DISTRITAL DE TOTOS,2026-01-28T16:42:00-05:00,open,Subasta Inversa Electrónica,goods,goods,63540.0,PEN,Soles,63540.0,2026-01-28T00:00:00-05:00,2026-01-28T00:00:00-05:00,16,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LA LOSA MULTIUSO  DE CENTRO POBLADO VERACRUZ DISTRITO DE TOTOS DE LA PROVINCIA DE CANGALLO DEL DEPARTAMENTO DE AYACUCHO,2686222
ocds-dgv273-seacev3-1185907,ocds-dgv273-seacev3-1185907-2026-02-22T09:58:31.012079-05:00,compiled,2026-02-22T09:58:31.012066-05:00,ocds-dgv273-seacev3-1185907,2026-02-22T09:58:31.012084-05:00,tender,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,Fondos Públicos,1185907,DIRECTA-DIRECTA-8-2026-MML-OGA-OL-1,ADQUISICION DE VEHICULOS AÉREOS NO TRIPULADOS (DRONES) PARA EL SERVICIO DE SUPERVISION DE LIMPIEZA PUBLICA DE LA SUBGERENCIA DE SERVICIOS A LA CIUDAD DE LA GERENCIA DE SERVICIOS A LA CIUDAD Y GESTION AMBIENTAL,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,2026-01-30T15:31:00-05:00,direct,Contratación Directa,goods,goods,137818.0,PEN,Soles,137818.0,,,1,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,137818.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-2026-175842-1,ocds-dgv273-seacev3-2026-175842-1-2026-02-22T09:58:30.927019-05:00,compiled,2026-02-22T09:58:30.927006-05:00,ocds-dgv273-seacev3-2026-175842-1,2026-02-22T09:58:30.927024-05:00,tender,PE-CONSUCODE-203906,UNIDAD DE GESTION EDUCATIVA LOCAL DE PUTUMAYO,Fondos Públicos,1185073,CP-ABR-1-2026-UGEL-P-DEC-1,"CONTRATACIÓN DE SERVICIO DE TRANSPORTE, DISTRIBUCIÓN Y/O ENTREGA DE MATERIALES EDUCATIVOS, DIDÁCTICOS Y LECTURA, (INCLUYE RECOJO, TRASLADO Y ENTREGA DE CARGA) DE LAS INSTITUCIONES DE DEBA, DEIB Y DISER, DE LA ZONA RURAL Y URBANO DE LA UGEL PUTUMAYO. DOTACIÓN 2026",PE-CONSUCODE-203906,UNIDAD DE GESTION EDUCATIVA LOCAL DE PUTUMAYO,2026-01-26T20:59:00-05:00,,Concurso Público Abreviado,services,services,400000.0,PEN,Soles,400000.0,2026-01-26T00:00:00-05:00,2026-01-26T00:00:00-05:00,14,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,442138.27,PEN,Soles,2026-01-27T00:01:00-05:00,2026-01-29T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1185669,ocds-dgv273-seacev3-1185669-2026-02-22T09:58:29.372466-05:00,compiled,2026-02-22T09:58:29.372454-05:00,ocds-dgv273-seacev3-1185669,2026-02-22T09:58:29.372472-05:00,tender,PE-CONSUCODE-797,MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS - SANTO TOMAS,Fondos Públicos,1185669,CP-ABR-1-2026-MPCH / C-1,"CONTRATACION DE SERVICIO DE AFIRMADO PARA ¿CREACION DEL CAMINO VECINAL COLLPA CCASIAHUI- QQUEHUAYLLO -CHACCO ORCCONA - YURACCANCHA DEL DISTRITO DE LLUSCO, PROVINCIA DE CHUMBIVILCAS - CUSCO""",PE-CONSUCODE-797,MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS - SANTO TOMAS,2026-01-29T18:13:00-05:00,,Concurso Público Abreviado,services,services,1720000.0,PEN,Nuevos Soles,1720000.0,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,34,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-30T00:01:00-05:00,2026-02-03T23:59:00-05:00,4,"CREACION DEL CAMINO VECINAL  COLLPA CCASIAHUI- QQUEHUAYLLO -CHACCO ORCCONA - YURACCANCHA DEL DISTRITO DE LLUSCO, PROVINCIA DE CHUMBIVILCAS - CUSCO",2351975
ocds-dgv273-seacev3-2026-200454-2,ocds-dgv273-seacev3-2026-200454-2-2026-02-22T09:58:29.043478-05:00,compiled,2026-02-22T09:58:29.043466-05:00,ocds-dgv273-seacev3-2026-200454-2,2026-02-22T09:58:29.043484-05:00,tender,PE-CONSUCODE-200454,UNIVERSIDAD NACIONAL AUTONOMA DE CHOTA,Fondos Públicos,1185243,SIE-SIE-1-2026-UNACH/DEC-1,ADQUISICIÓN DE SUMINISTRO DE COMBUSTIBLE PARA LAS UNIDADES VEHICULARES DE PROPIEDAD DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DE CHOTA PARA EL AÑO 2026.,PE-CONSUCODE-200454,UNIVERSIDAD NACIONAL AUTONOMA DE CHOTA,2026-01-26T18:36:00-05:00,open,Subasta Inversa Electrónica,goods,goods,187007.27,PEN,Soles,187007.27,2026-01-26T00:00:00-05:00,2026-01-26T00:00:00-05:00,4,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,359081.27,PEN,Soles,,,,,
ocds-dgv273-seacev3-1185125,ocds-dgv273-seacev3-1185125-2026-02-21T10:03:17.178844-05:00,compiled,2026-02-21T10:03:17.178832-05:00,ocds-dgv273-seacev3-1185125,2026-02-21T10:03:17.178850-05:00,tender,PE-CONSUCODE-1695,MUNICIPALIDAD PROVINCIAL DE HUANCANE,Fondos Públicos,1185125,COMPRE-COMPRE-1-2026-MPH/DEC-1,"ADQUISICION DE LADRILLO SEGUN ESPECIFICACIONES PARA LA OBRA CREACION DE LOS SERVICIOS OPERATIVOS MISIONALES INSTITUCIONALES EN LA LIGA AGRARIA 24 DE JUNIO HUANCANE, DISTRITO DE HUANCANE DE LA PROVINCIA DEL DEPARTAMENTO DE PUNO CON CUI 2608603",PE-CONSUCODE-1695,MUNICIPALIDAD PROVINCIAL DE HUANCANE,2026-01-22T21:29:00-05:00,open,Comparación de Precios,goods,goods,66998.0,PEN,Soles,66998.0,2026-01-22T00:00:00-05:00,2026-01-22T00:00:00-05:00,3,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,CREACION DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA LIGA AGRARIA 24 DE JUNIO HUANCANE   DISTRITO DE HUANCANE DE LA PROVINCIA DE HUANCANE DEL DEPARTAMENTO DE PUNO,2608603
ocds-dgv273-seacev3-2026-197-1,ocds-dgv273-seacev3-2026-197-1-2026-02-21T10:03:17.094068-05:00,compiled,2026-02-21T10:03:17.094055-05:00,ocds-dgv273-seacev3-2026-197-1,2026-02-21T10:03:17.094073-05:00,tender,PE-CONSUCODE-197,MUNICIPALIDAD DISTRITAL DE SHILLA,Fondos Públicos,1185687,LP-ABR-1-2026-MDSH/C-1,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE SHILLA - PERIODO 2026,PE-CONSUCODE-197,MUNICIPALIDAD DISTRITAL DE SHILLA,2026-01-28T23:44:00-05:00,,Licitación Pública Abreviada,goods,goods,82768.0,PEN,Soles,82768.0,2026-01-28T00:00:00-05:00,2026-01-28T00:00:00-05:00,1,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,82768.0,PEN,Soles,2026-01-29T00:01:00-05:00,2026-02-02T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1185673,ocds-dgv273-seacev3-1185673-2026-02-21T10:03:17.078882-05:00,compiled,2026-02-21T10:03:17.078870-05:00,ocds-dgv273-seacev3-1185673,2026-02-21T10:03:17.078887-05:00,tender,PE-CONSUCODE-303,MUNICIPALIDAD DISTRITAL DE COCHAPETI,Fondos Públicos,1185673,SIE-SIE-1-2026-MDC-1,ADQUISICION DE MADERA PARA EL  PROYECTO DENOMINADO: ¿MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL CANAL LINDERO DE CENTRO POBLADO HUICHAY DISTRITO DE COCHAPETI DE LA PROVINCIA DE HUARMEY DEL DEPARTAMENTO DE ANCASH¿ CUI N° 2648022¿.,PE-CONSUCODE-303,MUNICIPALIDAD DISTRITAL DE COCHAPETI,2026-01-28T21:51:00-05:00,open,Subasta Inversa Electrónica,goods,goods,101340.83,PEN,Soles,101340.83,2026-01-28T00:00:00-05:00,2026-01-28T00:00:00-05:00,12,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,101340.83,PEN,Soles,,,,MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL CANAL LINDERO  DE CENTRO POBLADO HUICHAY DISTRITO DE COCHAPETI DE LA PROVINCIA DE HUARMEY DEL DEPARTAMENTO DE ANCASH,2648022
ocds-dgv273-seacev3-1184639,ocds-dgv273-seacev3-1184639-2026-02-21T10:03:14.601090-05:00,compiled,2026-02-21T10:03:14.601077-05:00,ocds-dgv273-seacev3-1184639,2026-02-21T10:03:14.601095-05:00,tender,PE-CONSUCODE-200448,GOBIERNO REGIONAL DE HUANCAVELICA - EDUCACION UGEL ANGARAES,Fondos Públicos,1184639,CP-ABR-1-2026-UGEL ANGARAES-1,SERVICIO DE TRANSPORTE TERRESTRE PARA DISTRIBUCION DE MATERIALES EDUCATIVOS PARA LAS INSTITUCIONES EDUCATIVAS EN EL AMBITO DE JURISDICCION DE LA UGEL ANGARAES DOTACION ¿ 2026,PE-CONSUCODE-200448,GOBIERNO REGIONAL DE HUANCAVELICA - EDUCACION UGEL ANGARAES,2026-01-14T19:02:00-05:00,,Concurso Público Abreviado,services,services,97887.56,PEN,Soles,97887.56,2026-01-14T00:00:00-05:00,2026-01-14T00:00:00-05:00,19,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-15T00:01:00-05:00,2026-01-19T23:59:00-05:00,4,,
ocds-dgv273-seacev3-2026-1620-2,ocds-dgv273-seacev3-2026-1620-2-2026-02-21T10:03:10.152912-05:00,compiled,2026-02-21T10:03:10.152899-05:00,ocds-dgv273-seacev3-2026-1620-2,2026-02-21T10:03:10.152918-05:00,tender,PE-CONSUCODE-1620,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE,Fondos Públicos,1184598,LP-ABR-2-2026-MDSJB-CS-1,"CONTRATACIÓN DE LA ADQUISICIÓN DE HOJUELAS PRECOCIDAS DE AVENA, CEBADA, QUINUA, HARINA AJONJOLÍ, CLAVO DE OLOR, Y CANELA FORTIFICADA CON VITAMINAS Y MINERALES; PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE PARA EL AÑO 2026",PE-CONSUCODE-1620,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE,2026-01-13T23:10:00-05:00,,Licitación Pública Abreviada,goods,goods,68675.92,PEN,Soles,68675.92,2026-01-13T00:00:00-05:00,2026-01-13T00:00:00-05:00,2,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,68675.92,PEN,Soles,2026-01-14T00:01:00-05:00,2026-01-16T23:59:00-05:00,2,,
ocds-dgv273-seacev3-2026-1620-1,ocds-dgv273-seacev3-2026-1620-1-2026-02-21T10:03:10.066841-05:00,compiled,2026-02-21T10:03:10.066827-05:00,ocds-dgv273-seacev3-2026-1620-1,2026-02-21T10:03:10.066846-05:00,tender,PE-CONSUCODE-1620,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE,Fondos Públicos,1184576,LP-ABR-1-2026-MDSJB-CS-1,CONTRATACIÓN DE LA ADQUISICIÓN DE LECHE EVAPORADA ENTERA PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE PARA EL AÑO 2026,PE-CONSUCODE-1620,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE,2026-01-13T21:41:00-05:00,,Licitación Pública Abreviada,goods,goods,96592.66,PEN,Soles,96592.66,2026-01-13T00:00:00-05:00,2026-01-13T00:00:00-05:00,5,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,96592.66,PEN,Soles,2026-01-14T00:01:00-05:00,2026-01-16T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1185676,ocds-dgv273-seacev3-1185676-2026-02-21T10:03:09.218698-05:00,compiled,2026-02-21T10:03:09.218685-05:00,ocds-dgv273-seacev3-1185676,2026-02-21T10:03:09.218704-05:00,tender,PE-CONSUCODE-303,MUNICIPALIDAD DISTRITAL DE COCHAPETI,Fondos Públicos,1185676,SIE-SIE-2-2026-MDC-1,ADQUISICION DE CEMENTO PARA EL  PROYECTO DENOMINADO: MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL CANAL LINDERO DE CENTRO POBLADO HUICHAY DISTRITO DE COCHAPETI DE LA PROVINCIA DE HUARMEY DEL DEPARTAMENTO DE ANCASH  CUI N° 2648022,PE-CONSUCODE-303,MUNICIPALIDAD DISTRITAL DE COCHAPETI,2026-01-28T22:11:00-05:00,open,Subasta Inversa Electrónica,goods,goods,52453.0,PEN,Soles,52453.0,2026-01-28T00:00:00-05:00,2026-01-28T00:00:00-05:00,11,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,52453.3,PEN,Soles,,,,MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL CANAL LINDERO  DE CENTRO POBLADO HUICHAY DISTRITO DE COCHAPETI DE LA PROVINCIA DE HUARMEY DEL DEPARTAMENTO DE ANCASH,2648022
ocds-dgv273-seacev3-1185161,ocds-dgv273-seacev3-1185161-2026-02-21T10:03:08.110481-05:00,compiled,2026-02-21T10:03:08.110468-05:00,ocds-dgv273-seacev3-1185161,2026-02-21T10:03:08.110487-05:00,tender,PE-CONSUCODE-373,MUNICIPALIDAD DISTRITAL DE MARA,Fondos Públicos,1185161,SIE-SIE-1-2026-MDM-1,CONTRATACION DE VARILLAS DE ACEROS CORRUGADOS PARA EJECUCION DE PROYECTO: MEJORAMIENTO D ELOS SERVICIOS EDUCATIVOS DEL NIVEL PRIMARIA DE LA I.E N° 50663 APU ARANKHUMA DE LA COMUNIDAD DE PITIC DEL DISTRITO DE MARA-COTABAMBAS-APURIMAC,PE-CONSUCODE-373,MUNICIPALIDAD DISTRITAL DE MARA,2026-01-23T09:25:00-05:00,open,Subasta Inversa Electrónica,goods,goods,331000.0,PEN,Soles,331000.0,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,23,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,331000.0,PEN,Soles,,,,MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA DE LA I.E. N° 50663 APU ARANKHUMA DE LA COMUNIDAD DE PITIC DEL DISTRITO DE MARA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC,2559149
ocds-dgv273-seacev3-1184524,ocds-dgv273-seacev3-1184524-2026-02-21T10:03:08.089402-05:00,compiled,2026-02-21T10:03:08.089389-05:00,ocds-dgv273-seacev3-1184524,2026-02-21T10:03:08.089407-05:00,tender,PE-CONSUCODE-1155,MUNICIPALIDAD PROVINCIAL DE SATIPO,Fondos Públicos,1184524,LP-ABR-36-2025-MPS-2,"CONTRATACIÓN DE LA EJECUCIÓN DE LA IOARR: CONSTRUCCIÓN DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) I.E Nº 31463 EN EL CENTRO POBLADO RIO BERTHA, DISTRITO DE SATIPO, PROVINCIA SATIPO, DEPARTAMENTO JUNÍN CON CUI N° 2680159",PE-CONSUCODE-1155,MUNICIPALIDAD PROVINCIAL DE SATIPO,2026-01-20T15:47:00-05:00,,Licitación Pública Abreviada,works,works,686467.89,PEN,Soles,686467.89,2026-01-20T00:00:00-05:00,2026-01-20T00:00:00-05:00,12,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-21T00:01:00-05:00,2026-01-23T23:59:00-05:00,2,"CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) I.E Nº 31463 EN EL CENTRO POBLADO RIO BERTHA, DISTRITO DE SATIPO, PROVINCIA SATIPO, DEPARTAMENTO JUNIN",2680159
ocds-dgv273-seacev3-2026-1515-2,ocds-dgv273-seacev3-2026-1515-2-2026-02-21T10:03:07.419356-05:00,compiled,2026-02-21T10:03:07.419343-05:00,ocds-dgv273-seacev3-2026-1515-2,2026-02-21T10:03:07.419361-05:00,tender,PE-CONSUCODE-1515,MUNICIPALIDAD DISTRITAL DE PUINAHUA,Fondos Públicos,1185734,LP-ABR-1-2026-MDP/C-1,"ADQUISICIÓN DE LECHE EVAPORADA ENTERA Y HOJUELAS PRECOCIDAS DE MEZCLA DE HARINAS PRECOCIDAS DE ARROZ, KIWICHA, PLÁTANO (en mayor proporción), SOYA (en cualquiera de sus formas) CON HOJUELA DE AVENA AZUCARADA ENRIQUECIDA CON VITAMINAS Y MINERALES PARA LA MUNICIPALIDAD DISTRITAL DE PUINAHUA",PE-CONSUCODE-1515,MUNICIPALIDAD DISTRITAL DE PUINAHUA,2026-01-29T15:23:00-05:00,,Licitación Pública Abreviada,goods,goods,130880.1,PEN,Soles,130880.1,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,2,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,130880.1,PEN,Soles,2026-01-30T00:01:00-05:00,2026-02-03T23:59:00-05:00,4,,
ocds-dgv273-seacev3-2026-1821-2,ocds-dgv273-seacev3-2026-1821-2-2026-02-21T10:03:07.231754-05:00,compiled,2026-02-21T10:03:07.231741-05:00,ocds-dgv273-seacev3-2026-1821-2,2026-02-21T10:03:07.231759-05:00,tender,PE-CONSUCODE-1821,MUNICIPALIDAD DISTRITAL DE TINGO DE PONAZA,Fondos Públicos,1184859,CP-ABR-3-2026-MDTP/CS-1,"CONTRATACION DE LA SUPERVISION DE LA OBRA: (IOARR): ¿RENOVACION DE PUENTE; EN EL(LA) MUNICIPALIDAD DISTRITAL DE TINGO DE PONASA PUENTE BARCO DEL CAMINO VECINAL R220799: EMP SM-107 EN LA LOCALIDAD LEONCIO PRADO DISTRITO DE TINGO DE PONASA, PROVINCIA PICOTA, DEPARTAMENTO SAN MARTIN; CUI Nº 2683400",PE-CONSUCODE-1821,MUNICIPALIDAD DISTRITAL DE TINGO DE PONAZA,2026-01-20T18:51:00-05:00,,Concurso Público Abreviado,services,services,107191.26,PEN,Soles,107191.26,2026-01-20T00:00:00-05:00,2026-01-20T00:00:00-05:00,11,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,107191.26,PEN,Soles,2026-01-21T00:01:00-05:00,2026-01-23T23:59:00-05:00,2,"RENOVACION DE PUENTE; EN EL(LA) MUNICIPALIDAD DISTRITAL DE TINGO DE PONASA PUENTE BARCO DEL CAMINO VECINAL R220799: EMP SM-107 EN LA LOCALIDAD LEONCIO PRADO  DISTRITO DE TINGO DE PONASA, PROVINCIA PICOTA, DEPARTAMENTO SAN MARTIN",2683400
ocds-dgv273-seacev3-1183373,ocds-dgv273-seacev3-1183373-2026-02-21T10:03:06.773635-05:00,compiled,2026-02-21T10:03:06.773622-05:00,ocds-dgv273-seacev3-1183373,2026-02-21T10:03:06.773640-05:00,tender,PE-CONSUCODE-1679,MUNICIPALIDAD DISTRITAL DE AJOYANI,Fondos Públicos,1183373,LP-ABR-4-2025-MDA/DEC-2,ADQUISICION FABRICACION Y MONTAJE DE ESTRUCTURAS METALICAS PARA COBERTURA METALICA DE ALUZINC TR4 - A TODO COSTO SEGUN ESPECIFICACIONES TECNICAS PARA LA OBRA MEJORAMIENTO DEL SERVICIO DE PRACTICA DEPORTIVA Y/O RECREATIVA EN EL BARRIO SANTA CRUZ DE LA LOCALIDAD DE AJOYANI DEL DISTRITO DE AJOYANI EN L,PE-CONSUCODE-1679,MUNICIPALIDAD DISTRITAL DE AJOYANI,2026-01-13T19:05:00-05:00,,Licitación Pública Abreviada,goods,goods,449666.67,PEN,Soles,449666.67,2026-01-13T00:00:00-05:00,2026-01-13T00:00:00-05:00,18,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-14T00:01:00-05:00,2026-01-16T23:59:00-05:00,2,,
